step,amount,type,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
210,569.74,CASH_IN,8140.75,8710.49,782.73,212.99,0
12,679.32,PAYMENT,756.46,77.14,3529.59,3529.59,0
401,5467.56,TRANSFER,7821.56,2354,43899.22,49366.78,0
69,142.6,TRANSFER,254.36,111.76,14287.92,14430.52,0
489,2314.19,CASH_IN,16622.81,18937,2576.09,261.9,0
559,961.73,CASH_OUT,2369.8,1408.07,7848.62,8810.35,0
391,2001.88,PAYMENT,1797.66,0,4183.34,4183.34,0
477,214.77,TRANSFER,274.44,59.67,13815.96,14030.73,0
714,4924.89,PAYMENT,2575.53,0,4501.17,4501.17,0
202,396.35,CASH_IN,48533.83,48930.18,486.17,89.82,0
318,1622.59,DEBIT,1427.28,0,5821.83,5821.83,0
731,1467.71,CASH_IN,3702.11,5169.82,3245.06,1777.35,0
98,1320.58,CASH_IN,13426.69,14747.27,2079.81,759.23,0
586,2341.94,CASH_IN,7197.1,9539.04,5130.53,2788.59,0
219,158.19,TRANSFER,308.7,150.51,14864.54,15022.73,0
148,1828.81,CASH_IN,31182.44,33011.25,4200.79,2371.98,0
414,2053.39,DEBIT,3917.02,1863.63,3732.6,3732.6,0
283,2255.19,DEBIT,4314.76,2059.57,6100.07,6100.07,0
443,633.43,DEBIT,1073.88,440.45,8660.96,8660.96,0
65,250.01,CASH_OUT,349.56,99.55,6122.58,6372.59,0
315,2668.67,CASH_IN,44149.69,46818.36,3750.19,1081.52,0
610,936.39,DEBIT,562.75,0,6274.87,6274.87,0
301,1749.98,CASH_OUT,1760.84,10.86,4502.54,6252.52,0
650,1019.44,CASH_IN,41990.08,43009.52,1403.85,384.41,1
262,7546.13,CASH_IN,5094.66,12640.79,7671.7,125.57,0
54,793.15,PAYMENT,1808.47,1015.32,843.01,843.01,0
409,1139.4,CASH_IN,12935.58,14074.98,2129.32,989.92,0
73,1154.88,PAYMENT,2878.57,1723.69,2291.72,2291.72,0
43,2031.5,TRANSFER,2523.17,491.67,35702.64,37734.14,0
680,2123.6,TRANSFER,3861.49,1737.89,2500.93,4624.53,0
436,28.68,CASH_OUT,28.59,0,2144.06,2172.74,0
69,161.57,PAYMENT,375.22,213.65,3548.61,3548.61,0
314,1819.11,TRANSFER,2901.12,1082.01,18610.02,20429.13,0
503,3647.4,TRANSFER,6583.89,2936.49,41149.19,44796.59,0
443,667.21,TRANSFER,1192.15,524.94,19872.41,20539.62,0
603,1474.99,CASH_IN,3422.94,4897.93,2569.77,1094.78,0
73,462.89,PAYMENT,971.81,508.92,3336.07,3336.07,0
694,3930.71,TRANSFER,4068.32,137.61,39368.67,43299.38,0
445,4139.55,PAYMENT,7351.46,3211.91,8336.43,8336.43,0
680,1169.75,DEBIT,2103.96,934.21,9362.81,9362.81,0
92,1088.35,DEBIT,1632.7,544.35,7850.98,7850.98,0
698,45.31,CASH_IN,15052.3,15097.61,90.86,45.55,0
573,1268.97,DEBIT,706.34,0,2100.29,2100.29,0
129,2892.59,CASH_OUT,3816.32,923.73,6551.74,9444.33,0
385,5155.75,PAYMENT,3731.53,0,5164.24,5164.24,0
714,5714.03,TRANSFER,9981.13,4267.1,36028.28,41742.31,0
303,2312.22,CASH_OUT,1666.8,0,2891.87,5204.09,0
196,5169.86,CASH_OUT,7168.6,1998.74,5533.8,10703.66,0
665,883.87,DEBIT,1067.34,183.47,8285.56,8285.56,0
153,3522.88,PAYMENT,3283.75,0,8093.24,8093.24,0
389,792.25,TRANSFER,1073.04,280.79,25281.71,26073.96,0
97,768.24,CASH_OUT,1772.42,1004.18,776.41,1544.65,0
109,1399.86,CASH_IN,9693.15,11093.01,3804.31,2404.45,0
426,4315.83,TRANSFER,5803.85,1488.02,23092.17,27408,0
414,1157.82,DEBIT,1992.72,834.9,1603.65,1603.65,0
677,1059.98,PAYMENT,2060.45,1000.47,3848.04,3848.04,0
624,251.11,CASH_IN,8264.22,8515.33,252.11,1,0
450,1519.1,TRANSFER,2718.33,1199.23,14839.33,16358.43,0
289,847.94,TRANSFER,1199.16,351.22,36620.69,37468.63,0
499,553.92,CASH_OUT,669.44,115.52,1053.45,1607.37,0
674,1465.71,TRANSFER,2356.5,890.79,12267.62,13733.33,1
247,559.71,PAYMENT,579.41,19.7,3356.74,3356.74,0
382,6431.9,PAYMENT,11143.92,4712.02,5568.78,5568.78,0
175,2804.75,TRANSFER,5249,2444.25,33948.92,36753.67,0
175,2802.55,CASH_OUT,2542.85,0,3275.52,6078.07,0
141,4089.57,CASH_IN,31570.95,35660.52,8445,4355.43,0
205,2386.59,CASH_IN,24785.19,27171.78,6840.57,4453.98,0
295,309.27,CASH_OUT,582.71,273.44,2062.52,2371.79,0
325,2895.65,DEBIT,5379.53,2483.88,7729.87,7729.87,0
103,1087.94,PAYMENT,583.41,0,7927.58,7927.58,0
537,2238.1,DEBIT,2945.87,707.77,8856.2,8856.2,0
416,2509.02,CASH_OUT,5678.23,3169.21,7313.17,9822.19,0
73,1535.26,DEBIT,3334.95,1799.69,8213.88,8213.88,0
336,455.9,CASH_OUT,344.1,0,2855.09,3310.99,0
199,1201.39,CASH_IN,9172.11,10373.5,3255.7,2054.31,0
429,1325.63,CASH_IN,668.38,1994.01,2411.96,1086.33,0
57,3255.57,DEBIT,7499.36,4243.79,2034.73,2034.73,0
736,86.78,DEBIT,126.57,39.79,1817.23,1817.23,0
292,3767.8,PAYMENT,5995.21,2227.41,9817.07,9817.07,0
82,942.51,CASH_IN,40190.73,41133.24,1759.61,817.1,1
221,1638.69,PAYMENT,1871.92,233.23,2201.11,2201.11,0
694,2614.01,DEBIT,4487.78,1873.77,7066.34,7066.34,0
644,1249.13,CASH_OUT,2430.15,1181.02,6567.29,7816.42,0
619,5299.29,CASH_IN,18961.33,24260.62,14110.61,8811.32,0
256,1324.26,CASH_OUT,676.2,0,8044.95,9369.21,0
317,219.91,PAYMENT,131.36,0,5810.15,5810.15,0
201,1753.76,PAYMENT,3619.62,1865.86,7517.47,7517.47,0
480,1460.66,TRANSFER,1665.63,204.97,33557.87,35018.53,0
704,2499.19,CASH_IN,19331.01,21830.2,5810.54,3311.35,0
220,992.07,CASH_IN,7933.94,8926.01,1504.44,512.37,0
576,2978.12,PAYMENT,6567.26,3589.14,5416.46,5416.46,0
574,341.34,CASH_OUT,494.21,152.87,7163.97,7505.31,0
54,977.21,CASH_IN,29425.25,30402.46,1339.51,362.3,0
237,484.92,PAYMENT,654.5,169.58,9078.39,9078.39,1
300,2739.9,TRANSFER,4268.57,1528.67,29233.4,31973.3,0
178,966.12,DEBIT,2071.03,1104.91,6595.11,6595.11,0
736,1129.06,CASH_IN,27467.13,28596.19,2333.21,1204.15,0
195,5597.01,DEBIT,9922.09,4325.08,3245.12,3245.12,0
685,3497.45,CASH_OUT,4988.17,1490.72,2784.58,6282.03,0
586,2170.24,TRANSFER,3938.85,1768.61,38901.26,41071.5,0
340,2972.46,CASH_IN,37391.93,40364.39,3867.81,895.35,0
392,64.29,DEBIT,65.52,1.23,336.76,336.76,0
405,4387.82,DEBIT,9427.91,5040.09,6300.4,6300.4,0
690,3063.85,PAYMENT,4160.62,1096.77,2010.65,2010.65,0
504,787.95,DEBIT,1813.8,1025.85,9961.58,9961.58,0
230,199.15,CASH_OUT,397.51,198.36,8127.14,8326.29,0
550,200.46,DEBIT,500.71,300.25,3266.39,3266.39,0
91,3287.66,CASH_OUT,7285.61,3997.95,9976.28,13263.94,0
675,1694.35,CASH_OUT,1877.44,183.09,3181.04,4875.39,0
459,894.91,PAYMENT,1850.21,955.3,5661.81,5661.81,0
508,2125.61,TRANSFER,2618.79,493.18,719.07,2844.68,0
462,4969.29,CASH_OUT,9502.86,4533.57,3089.56,8058.85,0
695,3630.48,DEBIT,6313.59,2683.11,5633.95,5633.95,1
208,1072.65,DEBIT,1399.45,326.8,3905.94,3905.94,0
68,9352,CASH_OUT,18829.88,9477.88,4422.94,13774.94,0
74,299.01,DEBIT,495.66,196.65,5694.84,5694.84,0
651,5295.08,CASH_IN,17095.26,22390.34,10883.27,5588.19,0
315,1268.06,PAYMENT,1757.68,489.62,4941.48,4941.48,0
113,1237.7,DEBIT,2945.56,1707.86,5040.04,5040.04,0
288,1214.07,PAYMENT,2245.51,1031.44,6775.32,6775.32,0
722,234.21,CASH_OUT,550.42,316.21,6316.44,6550.65,0
343,2349.08,CASH_OUT,4449.8,2100.72,6486.39,8835.47,0
458,1618.96,CASH_OUT,3230.78,1611.82,8102.59,9721.55,0
193,396.33,PAYMENT,757.1,360.77,4551.72,4551.72,0
721,3633.52,DEBIT,3050.18,0,191.45,191.45,0
112,51.57,CASH_IN,8571.71,8623.28,98.35,46.78,0
296,3248.18,PAYMENT,7866.57,4618.39,5359.35,5359.35,0
184,6139.12,CASH_IN,44080.78,50219.9,13315.75,7176.63,0
742,2058.67,DEBIT,1352.78,0,7405.65,7405.65,1
150,2426.62,DEBIT,1536.18,0,2307.95,2307.95,0
721,1868.11,PAYMENT,4225.56,2357.45,8829.15,8829.15,0
519,1393.61,TRANSFER,2754.03,1360.42,34172.69,35566.3,0
155,2675.45,CASH_IN,14325.98,17001.43,6970.3,4294.85,0
179,61.97,CASH_OUT,142.2,80.23,6226.31,6288.28,0
631,1930.87,CASH_IN,47038.66,48969.53,4927.24,2996.37,0
366,817.78,DEBIT,518.5,0,9753.43,9753.43,0
64,4450.27,DEBIT,4949.16,498.89,5518.77,5518.77,0
98,148.37,PAYMENT,136.74,0,2293.66,2293.66,0
276,114.61,TRANSFER,222.62,108.01,3741.06,3855.67,0
485,1510.54,CASH_OUT,3731.95,2221.41,1660.22,3170.76,0
584,1159.71,CASH_IN,13918.42,15078.13,3011.29,1851.58,0
110,1992.65,TRANSFER,2430.45,437.8,1026.04,3018.69,0
650,593.67,CASH_OUT,718.72,125.05,6739.94,7333.61,0
36,473.73,DEBIT,1003.38,529.65,1469.22,1469.22,0
166,4000.91,DEBIT,3240.14,0,827.37,827.37,0
642,3536.86,PAYMENT,6767.25,3230.39,6172.19,6172.19,0
190,296.03,PAYMENT,491.82,195.79,5055.09,5055.09,1
238,748.03,CASH_IN,157.05,905.08,1008.71,260.68,0
343,172.71,TRANSFER,252.08,79.37,15323.17,15495.88,0
439,118.33,TRANSFER,167.86,49.53,22921.57,23039.9,0
89,1708.98,CASH_OUT,3135,1426.02,7770.49,9479.47,0
399,445.4,CASH_IN,2248.07,2693.47,557.96,112.56,0
525,9104.47,PAYMENT,20749.44,11644.97,3714.67,3714.67,0
731,1480.47,CASH_IN,23543.37,25023.84,3423.01,1942.54,0
428,2324.35,DEBIT,4221.4,1897.05,1170.12,1170.12,0
48,1045.46,PAYMENT,1209.04,163.58,4539.9,4539.9,0
345,1443.48,TRANSFER,2747.37,1303.89,44494.19,45937.67,0
229,1428.31,PAYMENT,2817.31,1389,5128.97,5128.97,0
270,2070.84,DEBIT,1987.29,0,5526.62,5526.62,0
672,656.39,PAYMENT,501.03,0,8547.03,8547.03,0
53,654.24,TRANSFER,797.33,143.09,9141.89,9796.13,0
738,4671.03,DEBIT,7976.73,3305.7,5766.14,5766.14,1
247,1694.81,CASH_OUT,1332.12,0,3745.48,5440.29,0
611,5591.32,CASH_IN,44699.26,50290.58,9365.24,3773.92,0
349,3179.55,CASH_OUT,2703.4,0,6727.65,9907.2,0
287,493.33,DEBIT,1109.08,615.75,2496.69,2496.69,0
406,2787.04,DEBIT,4868.84,2081.8,6002.81,6002.81,0
276,945.91,DEBIT,911.96,0,2653.7,2653.7,0
273,697.14,TRANSFER,862.42,165.28,47425.15,48122.29,0
279,690.1,DEBIT,631.5,0,2381.47,2381.47,0
699,1783.94,CASH_IN,321.76,2105.7,4540.19,2756.25,0
701,336.64,TRANSFER,500.67,164.03,21499.26,21835.9,0
286,15448.06,DEBIT,31497.02,16048.96,3978.66,3978.66,1
94,1292.34,TRANSFER,2163.89,871.55,38144.67,39437.01,0
624,833.28,CASH_IN,25529.04,26362.32,1858.43,1025.15,0
201,1264.47,CASH_IN,38677.64,39942.11,1576.54,312.07,0
384,72.07,TRANSFER,111.79,39.72,21908.93,21981,0
694,11253.7,PAYMENT,23542.91,12289.21,7537.34,7537.34,0
720,543.25,CASH_OUT,325.53,0,7245.98,7789.23,0
72,5112.54,DEBIT,9669.09,4556.55,6107.71,6107.71,0
42,996.47,CASH_OUT,1994.47,998,1254.86,2251.33,0
273,474.42,CASH_IN,27822.81,28297.23,1287.1,812.68,0
424,5295.23,CASH_OUT,6749.54,1454.31,661.65,5956.88,0
493,3508.29,PAYMENT,5435.99,1927.7,7752.44,7752.44,0
